Notes :


2019/2/12 ¤U¤È 02:07:22
Volts
Ch : LED 2	Ch : LED 3	Ch : LED 1	Ch : LED 1 AMBIENT	Ch : LED 2 - LED3	Ch : LED 1 - LED 1 AMBIENT	
129.903603E-3	189.426041E-3	347.871208E-3	151.528358E-3	49.209595E-6	196.342850E-3
130.812263E-3	190.430832E-3	349.240494E-3	152.783775E-3	49.209595E-6	196.456718E-3
130.249214E-3	190.000534E-3	349.146652E-3	152.192688E-3	49.209595E-6	196.953964E-3
130.740166E-3	190.313530E-3	349.633598E-3	152.402687E-3	49.209595E-6	197.230911E-3
130.398560E-3	189.978790E-3	349.733734E-3	152.067375E-3	49.209595E-6	197.666359E-3
130.664635E-3	190.116692E-3	350.238419E-3	152.297974E-3	49.209595E-6	197.940445E-3
131.577873E-3	190.991592E-3	351.265526E-3	153.145981E-3	49.209595E-6	198.119545E-3
130.907249E-3	190.338707E-3	350.762558E-3	152.378654E-3	49.209595E-6	198.383904E-3
131.311798E-3	190.688324E-3	351.180267E-3	152.565765E-3	49.209595E-6	198.614502E-3
130.772781E-3	190.120125E-3	350.918770E-3	152.055931E-3	49.209595E-6	198.862839E-3
131.092644E-3	190.237999E-3	351.404572E-3	152.255630E-3	49.209595E-6	199.148941E-3
131.885147E-3	191.008759E-3	352.548409E-3	153.263283E-3	49.209595E-6	199.285126E-3
131.469727E-3	190.659142E-3	352.353287E-3	152.601242E-3	49.209595E-6	199.752045E-3
131.896019E-3	190.920067E-3	352.952957E-3	152.957726E-3	49.209595E-6	199.995232E-3
131.386757E-3	190.397072E-3	352.788734E-3	152.576637E-3	49.209595E-6	200.212097E-3
131.752968E-3	190.623665E-3	353.344917E-3	152.942276E-3	49.209595E-6	200.402641E-3
132.665062E-3	191.506004E-3	354.505920E-3	153.668404E-3	49.209595E-6	200.837517E-3
132.239914E-3	191.088295E-3	354.312515E-3	153.034973E-3	49.209595E-6	201.277542E-3
132.756615E-3	191.544914E-3	355.059814E-3	153.306770E-3	49.209595E-6	201.753044E-3
132.033348E-3	190.793610E-3	354.848671E-3	152.866745E-3	49.209595E-6	201.981926E-3
132.445908E-3	191.186714E-3	355.530739E-3	153.049850E-3	49.209595E-6	202.480888E-3
133.370590E-3	192.067909E-3	356.829071E-3	153.802299E-3	49.209595E-6	203.026772E-3
133.041000E-3	191.698265E-3	356.732941E-3	153.452110E-3	49.209595E-6	203.280830E-3
133.669281E-3	192.323112E-3	357.661629E-3	154.108429E-3	49.209595E-6	203.553200E-3
132.825851E-3	191.588974E-3	357.154655E-3	153.286743E-3	49.209595E-6	203.867912E-3
133.220673E-3	191.907692E-3	357.546043E-3	153.582573E-3	49.209595E-6	203.963470E-3
133.622932E-3	192.395210E-3	357.805824E-3	154.280090E-3	49.209595E-6	203.525734E-3
132.752609E-3	191.716576E-3	356.500053E-3	153.869820E-3	49.209595E-6	202.630234E-3
132.985497E-3	191.955757E-3	355.641174E-3	154.103279E-3	49.209595E-6	201.537895E-3
131.547546E-3	190.769577E-3	353.258514E-3	152.808380E-3	49.209595E-6	200.450134E-3
131.268883E-3	190.724945E-3	352.189064E-3	152.680779E-3	49.209595E-6	199.508286E-3
131.325531E-3	191.092300E-3	351.808548E-3	153.076172E-3	49.209595E-6	198.732376E-3
130.672073E-3	190.467453E-3	350.561714E-3	152.490807E-3	49.209595E-6	198.070908E-3
131.118965E-3	190.980148E-3	350.832939E-3	153.093910E-3	49.209595E-6	197.739029E-3
130.220032E-3	190.004539E-3	349.965477E-3	152.384949E-3	49.209595E-6	197.580528E-3
130.559349E-3	190.377045E-3	350.245285E-3	152.701378E-3	49.209595E-6	197.543907E-3
130.931854E-3	190.752983E-3	350.969696E-3	153.347397E-3	49.209595E-6	197.622299E-3
130.700684E-3	190.506935E-3	350.957108E-3	152.702522E-3	49.209595E-6	198.254585E-3
131.548119E-3	191.233635E-3	351.932144E-3	153.305626E-3	49.209595E-6	198.626518E-3
130.711555E-3	190.400505E-3	351.268959E-3	152.519989E-3	49.209595E-6	198.748970E-3
131.257439E-3	190.698624E-3	352.007103E-3	152.836990E-3	49.209595E-6	199.170113E-3
131.631660E-3	191.025925E-3	352.807045E-3	153.123665E-3	49.209595E-6	199.683380E-3
131.442261E-3	190.862274E-3	352.893448E-3	152.824402E-3	49.209595E-6	200.069046E-3
132.460213E-3	191.776657E-3	354.025269E-3	153.885841E-3	49.209595E-6	200.139427E-3
131.660843E-3	190.740967E-3	353.495979E-3	153.036118E-3	49.209595E-6	200.459862E-3
132.055664E-3	191.284561E-3	354.312515E-3	153.500748E-3	49.209595E-6	200.811768E-3
132.567215E-3	191.337776E-3	355.174255E-3	153.450394E-3	49.209595E-6	201.723862E-3
132.606697E-3	191.501427E-3	355.471230E-3	153.304482E-3	49.209595E-6	202.166748E-3
133.531952E-3	192.527962E-3	357.108307E-3	154.260635E-3	49.209595E-6	202.847672E-3
132.847023E-3	191.692543E-3	356.675148E-3	153.485870E-3	49.209595E-6	203.189278E-3
133.263016E-3	192.105675E-3	357.642174E-3	153.877258E-3	49.209595E-6	203.764915E-3
133.612633E-3	192.313385E-3	358.292198E-3	154.047775E-3	49.209595E-6	204.244423E-3
133.507347E-3	192.260170E-3	358.568001E-3	154.060936E-3	49.209595E-6	204.507065E-3
134.530449E-3	193.180847E-3	359.589386E-3	154.799080E-3	49.209595E-6	204.790306E-3
133.628082E-3	192.295074E-3	358.523941E-3	154.012299E-3	49.209595E-6	204.511642E-3
133.801460E-3	192.512512E-3	358.780289E-3	154.020882E-3	49.209595E-6	204.759407E-3
133.754539E-3	192.415810E-3	358.989716E-3	154.169083E-3	49.209595E-6	204.820633E-3
133.785439E-3	192.353439E-3	358.753395E-3	154.195976E-3	49.209595E-6	204.557419E-3
134.582520E-3	193.207741E-3	359.624863E-3	155.078888E-3	49.209595E-6	204.545975E-3
133.965111E-3	192.542267E-3	359.055519E-3	154.020882E-3	49.209595E-6	205.034637E-3
133.894157E-3	192.533684E-3	359.172821E-3	154.206276E-3	49.209595E-6	204.966545E-3
133.893585E-3	192.553139E-3	359.331894E-3	154.081535E-3	49.209595E-6	205.250359E-3
133.943367E-3	192.630959E-3	359.517860E-3	154.165077E-3	49.209595E-6	205.352783E-3
134.873772E-3	193.521881E-3	360.527802E-3	154.994774E-3	49.209595E-6	205.533028E-3
134.203148E-3	192.839813E-3	360.098648E-3	154.278946E-3	49.209595E-6	205.819702E-3
