Notes :


2019/2/12 ¤U¤È 01:21:22
Volts
Ch : LED 2	Ch : LED 3	Ch : LED 1	Ch : LED 1 AMBIENT	Ch : LED 2 - LED3	Ch : LED 1 - LED 1 AMBIENT	
96.748352E-3	127.666855E-3	260.573959E-3	21.535492E-3	45.776367E-6	239.038467E-3
96.121788E-3	126.988792E-3	260.339355E-3	20.985031E-3	45.776367E-6	239.354324E-3
96.416473E-3	127.260590E-3	260.695839E-3	21.176147E-3	45.776367E-6	239.519691E-3
96.407318E-3	127.232552E-3	260.796547E-3	21.011353E-3	45.776367E-6	239.785194E-3
96.466827E-3	127.215958E-3	261.005402E-3	20.781326E-3	45.776367E-6	240.224075E-3
97.360611E-3	128.062820E-3	262.139511E-3	21.665382E-3	45.776367E-6	240.474129E-3
96.877098E-3	127.626801E-3	261.688042E-3	20.924950E-3	45.776367E-6	240.763092E-3
96.991539E-3	127.680016E-3	262.132072E-3	21.163559E-3	45.776367E-6	240.968513E-3
96.914291E-3	127.590752E-3	262.350082E-3	21.039963E-3	45.776367E-6	241.310120E-3
97.069931E-3	127.658272E-3	262.691116E-3	21.060562E-3	45.776367E-6	241.630554E-3
97.912216E-3	128.465652E-3	263.731384E-3	21.843338E-3	45.776367E-6	241.888046E-3
97.309685E-3	127.883720E-3	263.336563E-3	21.208191E-3	45.776367E-6	242.128372E-3
97.660446E-3	128.082275E-3	263.787460E-3	21.300888E-3	45.776367E-6	242.486572E-3
97.376060E-3	127.852821E-3	263.785744E-3	21.099472E-3	45.776367E-6	242.686272E-3
97.636986E-3	128.028488E-3	264.239502E-3	21.228790E-3	45.776367E-6	243.010712E-3
98.471832E-3	128.776932E-3	265.332985E-3	21.984673E-3	45.776367E-6	243.348312E-3
97.940826E-3	128.196716E-3	265.000534E-3	21.271133E-3	45.776367E-6	243.729401E-3
98.301888E-3	128.541183E-3	265.609360E-3	21.479416E-3	45.776367E-6	244.129944E-3
97.900200E-3	128.146935E-3	265.501785E-3	21.249390E-3	45.776367E-6	244.252396E-3
98.225784E-3	128.384399E-3	265.872574E-3	21.292305E-3	45.776367E-6	244.580269E-3
98.757935E-3	128.969765E-3	266.754913E-3	22.103691E-3	45.776367E-6	244.651222E-3
98.247528E-3	128.446198E-3	266.091156E-3	21.415901E-3	45.776367E-6	244.675255E-3
98.548508E-3	128.697395E-3	265.991592E-3	21.538925E-3	45.776367E-6	244.452667E-3
97.706795E-3	127.990150E-3	264.892960E-3	21.125221E-3	45.776367E-6	243.767738E-3
97.584915E-3	128.022194E-3	264.205170E-3	21.125793E-3	45.776367E-6	243.079376E-3
97.898483E-3	128.495979E-3	263.735962E-3	21.614456E-3	45.776367E-6	242.121506E-3
96.833611E-3	127.722931E-3	261.947250E-3	21.002197E-3	45.776367E-6	240.945053E-3
96.845627E-3	127.842522E-3	261.150169E-3	21.212196E-3	45.776367E-6	239.937973E-3
95.679474E-3	126.905823E-3	259.382629E-3	20.526123E-3	45.776367E-6	238.856506E-3
95.602798E-3	126.889229E-3	258.608437E-3	20.610809E-3	45.776367E-6	237.997627E-3
95.753288E-3	127.281761E-3	258.448219E-3	21.239090E-3	45.776367E-6	237.209129E-3
95.048904E-3	126.631165E-3	257.192802E-3	20.585060E-3	45.776367E-6	236.607742E-3
95.384789E-3	126.972771E-3	257.179070E-3	21.008492E-3	45.776367E-6	236.170578E-3
94.430351E-3	126.108170E-3	255.917931E-3	20.197678E-3	45.776367E-6	235.720253E-3
