Notes :


2019/1/22 ¤W¤È 09:09:21
Volts
Ch : LED 2	Ch : LED 3	Ch : LED 1	Ch : LED 1 AMBIENT	Ch : LED 2 - LED3	Ch : LED 1 - LED 1 AMBIENT	
115.061760E-3	224.772835E-3	289.482880E-3	23.439217E-3	38.909912E-6	266.043663E-3
114.105034E-3	223.960876E-3	288.751602E-3	22.776031E-3	38.909912E-6	265.975571E-3
113.900757E-3	223.590088E-3	287.880135E-3	22.594643E-3	38.909912E-6	265.285492E-3
114.654922E-3	224.353409E-3	288.453484E-3	23.386002E-3	38.909912E-6	265.067482E-3
113.453293E-3	223.009872E-3	286.944580E-3	21.839905E-3	38.909912E-6	265.104675E-3
114.418030E-3	224.523354E-3	288.662910E-3	23.444366E-3	38.909912E-6	265.218544E-3
113.772011E-3	223.735428E-3	288.021469E-3	22.612381E-3	38.909912E-6	265.409088E-3
113.887024E-3	223.627281E-3	287.880135E-3	22.511673E-3	38.909912E-6	265.368462E-3
114.788246E-3	224.646378E-3	289.014244E-3	23.407173E-3	38.909912E-6	265.607071E-3
114.059830E-3	223.741150E-3	287.928200E-3	21.747208E-3	38.909912E-6	266.180992E-3
114.948463E-3	224.682999E-3	289.326668E-3	23.642921E-3	38.909912E-6	265.683746E-3
114.174843E-3	223.967171E-3	289.027977E-3	22.907066E-3	38.909912E-6	266.120911E-3
114.327049E-3	224.050713E-3	288.852310E-3	22.671890E-3	38.909912E-6	266.180420E-3
115.221405E-3	225.002289E-3	290.008736E-3	23.487854E-3	38.909912E-6	266.520882E-3
114.533043E-3	224.376869E-3	289.700317E-3	22.521400E-3	38.909912E-6	267.178917E-3
115.509224E-3	225.069809E-3	290.613556E-3	23.843765E-3	38.909912E-6	266.769791E-3
114.640045E-3	224.203491E-3	290.524292E-3	22.868156E-3	38.909912E-6	267.656136E-3
114.997101E-3	224.463272E-3	290.795517E-3	22.894478E-3	38.909912E-6	267.901039E-3
115.831947E-3	225.322151E-3	291.605759E-3	23.687553E-3	38.909912E-6	267.918205E-3
115.037727E-3	224.430656E-3	290.822983E-3	22.821808E-3	38.909912E-6	268.001175E-3
116.008759E-3	225.375366E-3	291.959953E-3	23.735619E-3	38.909912E-6	268.224335E-3
