Notes :


2019/2/18 ¤U¤È 02:40:10
Volts
Ch : LED 2	Ch : LED 3	Ch : LED 1	Ch : LED 1 AMBIENT	Ch : LED 2 - LED3	Ch : LED 1 - LED 1 AMBIENT	
90.396309E-3	164.524269E-3	235.511398E-3	127.760124E-3	46.920776E-6	107.751274E-3
89.868164E-3	163.998985E-3	235.378647E-3	127.059746E-3	46.920776E-6	108.318901E-3
90.126801E-3	164.076805E-3	236.108208E-3	127.309799E-3	46.920776E-6	108.798409E-3
90.578270E-3	164.486504E-3	236.878967E-3	127.542114E-3	46.920776E-6	109.336853E-3
90.563393E-3	164.347458E-3	237.289810E-3	127.423668E-3	46.920776E-6	109.866142E-3
91.674614E-3	165.429497E-3	238.861656E-3	128.414726E-3	46.920776E-6	110.446930E-3
91.312408E-3	164.973450E-3	238.721466E-3	127.888298E-3	46.920776E-6	110.833168E-3
91.448593E-3	165.131378E-3	239.341736E-3	128.069115E-3	46.920776E-6	111.272621E-3
91.796494E-3	165.629768E-3	239.840698E-3	128.306580E-3	46.920776E-6	111.534119E-3
91.770172E-3	165.413475E-3	240.059280E-3	128.196144E-3	46.920776E-6	111.863136E-3
92.481995E-3	166.259193E-3	241.061211E-3	129.061317E-3	46.920776E-6	111.999893E-3
92.228508E-3	165.888405E-3	240.775108E-3	128.514862E-3	46.920776E-6	112.260246E-3
92.233086E-3	165.968513E-3	241.306114E-3	128.936005E-3	46.920776E-6	112.370110E-3
92.498589E-3	166.444588E-3	241.850281E-3	129.042435E-3	46.920776E-6	112.807846E-3
92.523766E-3	166.243744E-3	242.009354E-3	128.748894E-3	46.920776E-6	113.260460E-3
93.272209E-3	166.892624E-3	243.087959E-3	129.812622E-3	46.920776E-6	113.275337E-3
92.919731E-3	166.448593E-3	242.999840E-3	129.151154E-3	46.920776E-6	113.848686E-3
93.022728E-3	166.469193E-3	243.373489E-3	129.230690E-3	46.920776E-6	114.142799E-3
93.218994E-3	166.814232E-3	243.871880E-3	129.135704E-3	46.920776E-6	114.736176E-3
93.258476E-3	166.640282E-3	244.228363E-3	129.116821E-3	46.920776E-6	115.111542E-3
94.123650E-3	167.466545E-3	245.287514E-3	130.111885E-3	46.920776E-6	115.175629E-3
93.743706E-3	166.984177E-3	245.179939E-3	129.586029E-3	46.920776E-6	115.593910E-3
93.901634E-3	166.997337E-3	245.673752E-3	129.611206E-3	46.920776E-6	116.062546E-3
94.061852E-3	167.271996E-3	246.086884E-3	129.565430E-3	46.920776E-6	116.521454E-3
94.072151E-3	166.988754E-3	246.342659E-3	129.656982E-3	46.920776E-6	116.685677E-3
94.921875E-3	167.989540E-3	247.608376E-3	130.317879E-3	46.920776E-6	117.290497E-3
94.627190E-3	167.539215E-3	247.723389E-3	130.011749E-3	46.920776E-6	117.711639E-3
94.852638E-3	167.580986E-3	248.218346E-3	130.015755E-3	46.920776E-6	118.202591E-3
94.983101E-3	167.870522E-3	248.687553E-3	130.167961E-3	46.920776E-6	118.519592E-3
95.082092E-3	167.772102E-3	249.216843E-3	130.064392E-3	46.920776E-6	119.152451E-3
95.927811E-3	168.661880E-3	250.335503E-3	130.662346E-3	46.920776E-6	119.673157E-3
95.589066E-3	168.247032E-3	250.171280E-3	130.224037E-3	46.920776E-6	119.947243E-3
95.793915E-3	168.181229E-3	250.733185E-3	130.417442E-3	46.920776E-6	120.315742E-3
95.824814E-3	168.360329E-3	251.218414E-3	130.399704E-3	46.920776E-6	120.818710E-3
96.070290E-3	168.378067E-3	251.930237E-3	130.627441E-3	46.920776E-6	121.302795E-3
97.027588E-3	169.428062E-3	253.305817E-3	131.459427E-3	46.920776E-6	121.846390E-3
96.741486E-3	169.031525E-3	253.464317E-3	130.991364E-3	46.920776E-6	122.472954E-3
97.022438E-3	169.196892E-3	254.047394E-3	131.298637E-3	46.920776E-6	122.748756E-3
96.930313E-3	169.296455E-3	254.402161E-3	131.033707E-3	46.920776E-6	123.368454E-3
97.097969E-3	169.374847E-3	254.858208E-3	131.481743E-3	46.920776E-6	123.376465E-3
97.937393E-3	170.307541E-3	255.778885E-3	132.148933E-3	46.920776E-6	123.629951E-3
97.381783E-3	169.695282E-3	255.017853E-3	131.602478E-3	46.920776E-6	123.415375E-3
97.172356E-3	169.740486E-3	254.371834E-3	131.753540E-3	46.920776E-6	122.618294E-3
96.418762E-3	169.449234E-3	252.753067E-3	131.429672E-3	46.920776E-6	121.323395E-3
95.769310E-3	169.056129E-3	250.876808E-3	131.280327E-3	46.920776E-6	119.596481E-3
95.521545E-3	169.355392E-3	249.121857E-3	131.628227E-3	46.920776E-6	117.493629E-3
94.057274E-3	168.177223E-3	245.996475E-3	130.682373E-3	46.920776E-6	115.314102E-3
93.110275E-3	167.444801E-3	243.305969E-3	130.194855E-3	46.920776E-6	113.111115E-3
91.878319E-3	166.683769E-3	240.456390E-3	129.523659E-3	46.920776E-6	110.932732E-3
91.115570E-3	165.847778E-3	238.288307E-3	129.032135E-3	46.920776E-6	109.256172E-3
90.986824E-3	165.956497E-3	237.071800E-3	129.079628E-3	46.920776E-6	107.992172E-3
90.065575E-3	165.032387E-3	235.213280E-3	128.340912E-3	46.920776E-6	106.872368E-3
89.855003E-3	164.843559E-3	234.247971E-3	128.211021E-3	46.920776E-6	106.036949E-3
89.116859E-3	164.417839E-3	233.156776E-3	127.587891E-3	46.920776E-6	105.568886E-3
88.918877E-3	164.182091E-3	232.551956E-3	127.669716E-3	46.920776E-6	104.882240E-3
89.307976E-3	164.689636E-3	232.577705E-3	128.370667E-3	46.920776E-6	104.207039E-3
88.632202E-3	163.922310E-3	231.489372E-3	127.514648E-3	46.920776E-6	103.974724E-3
88.675690E-3	163.798714E-3	231.194687E-3	127.420807E-3	46.920776E-6	103.773880E-3
88.113785E-3	163.297462E-3	230.427361E-3	126.924706E-3	46.920776E-6	103.502655E-3
88.113785E-3	163.136673E-3	230.324364E-3	126.894951E-3	46.920776E-6	103.429413E-3
88.683128E-3	163.879395E-3	230.817032E-3	127.307510E-3	46.920776E-6	103.509521E-3
