Notes :


2018/12/17 ¤U¤È 01:59:11
Volts
Ch : LED 2	Ch : LED 3	Ch : LED 1	Ch : LED 1 AMBIENT	Ch : LED 2 - LED3	Ch : LED 1 - LED 1 AMBIENT	
189.484978E-3	256.699562E-3	496.747971E-3	40.652275E-3	39.482117E-6	456.095695E-3
189.614868E-3	256.677818E-3	496.799469E-3	40.681458E-3	39.482117E-6	456.118011E-3
189.380264E-3	256.640625E-3	496.816063E-3	40.342712E-3	39.482117E-6	456.473351E-3
189.490700E-3	256.684113E-3	496.718216E-3	40.486336E-3	39.482117E-6	456.231880E-3
189.536476E-3	256.742477E-3	496.521378E-3	40.516090E-3	39.482117E-6	456.005287E-3
189.533615E-3	256.561089E-3	496.755409E-3	40.454292E-3	39.482117E-6	456.301117E-3
189.602280E-3	256.534195E-3	496.646118E-3	40.638542E-3	39.482117E-6	456.007576E-3
189.209175E-3	256.289864E-3	496.459579E-3	40.362740E-3	39.482117E-6	456.096840E-3
189.380264E-3	256.383705E-3	496.468163E-3	40.506363E-3	39.482117E-6	455.961800E-3
189.409447E-3	256.356812E-3	496.067619E-3	40.495491E-3	39.482117E-6	455.572128E-3
189.293861E-3	256.142807E-3	496.211243E-3	40.464592E-3	39.482117E-6	455.746651E-3
189.537621E-3	256.261826E-3	496.695328E-3	40.667152E-3	39.482117E-6	456.028175E-3
189.403152E-3	256.275558E-3	496.845818E-3	40.434265E-3	39.482117E-6	456.411552E-3
189.621162E-3	256.389999E-3	497.082138E-3	40.574455E-3	39.482117E-6	456.507683E-3
189.712143E-3	256.390572E-3	497.493553E-3	40.647697E-3	39.482117E-6	456.845856E-3
189.747047E-3	256.244087E-3	497.796822E-3	40.600777E-3	39.482117E-6	457.196045E-3
190.105820E-3	256.653786E-3	498.588753E-3	40.986443E-3	39.482117E-6	457.602310E-3
189.967918E-3	256.620026E-3	498.639679E-3	40.676880E-3	39.482117E-6	457.962799E-3
190.232277E-3	256.816864E-3	498.941231E-3	40.778732E-3	39.482117E-6	458.162498E-3
190.258598E-3	256.836319E-3	499.187851E-3	40.849113E-3	39.482117E-6	458.338737E-3
190.216827E-3	256.682968E-3	499.105453E-3	40.685463E-3	39.482117E-6	458.419991E-3
190.498924E-3	256.915283E-3	499.177551E-3	40.905762E-3	39.482117E-6	458.271790E-3
190.445709E-3	256.974792E-3	499.511719E-3	40.629959E-3	39.482117E-6	458.881760E-3
190.670013E-3	257.363892E-3	499.732590E-3	40.767288E-3	39.482117E-6	458.965302E-3
190.619087E-3	257.411957E-3	500.061035E-3	40.784454E-3	39.482117E-6	459.276581E-3
190.825081E-3	257.439423E-3	500.310516E-3	40.838242E-3	39.482117E-6	459.472275E-3
191.207886E-3	257.831383E-3	500.966263E-3	41.064835E-3	39.482117E-6	459.901428E-3
191.028214E-3	257.935524E-3	501.106453E-3	40.739250E-3	39.482117E-6	460.367203E-3
191.360664E-3	258.298874E-3	501.692390E-3	40.989304E-3	39.482117E-6	460.703087E-3
191.249657E-3	258.245659E-3	501.711845E-3	40.949821E-3	39.482117E-6	460.762024E-3
191.208458E-3	258.157539E-3	501.561928E-3	40.969849E-3	39.482117E-6	460.592079E-3
191.599274E-3	258.428764E-3	502.182198E-3	41.091156E-3	39.482117E-6	461.091042E-3
191.467667E-3	258.519173E-3	502.431679E-3	40.886879E-3	39.482117E-6	461.544800E-3
191.626167E-3	258.597565E-3	502.427673E-3	41.136360E-3	39.482117E-6	461.291313E-3
191.582108E-3	258.574677E-3	502.670288E-3	41.035080E-3	39.482117E-6	461.635208E-3
191.559792E-3	258.450508E-3	502.411652E-3	40.954971E-3	39.482117E-6	461.456680E-3
191.790962E-3	258.728027E-3	502.656555E-3	41.198730E-3	39.482117E-6	461.457825E-3
191.543770E-3	258.587265E-3	502.627945E-3	40.885735E-3	39.482117E-6	461.742210E-3
191.794968E-3	258.742905E-3	502.734947E-3	41.136360E-3	39.482117E-6	461.598587E-3
191.757202E-3	258.624458E-3	503.050804E-3	41.103172E-3	39.482117E-6	461.947632E-3
191.748619E-3	258.460236E-3	502.810478E-3	40.965271E-3	39.482117E-6	461.845207E-3
191.905975E-3	258.729744E-3	503.149796E-3	41.179848E-3	39.482117E-6	461.969948E-3
191.632462E-3	258.624458E-3	502.783585E-3	40.906334E-3	39.482117E-6	461.877251E-3
191.646194E-3	258.459091E-3	502.400780E-3	41.134644E-3	39.482117E-6	461.266136E-3
191.466522E-3	258.172417E-3	502.678299E-3	40.959549E-3	39.482117E-6	461.718750E-3
191.289711E-3	257.901192E-3	501.949310E-3	40.881729E-3	39.482117E-6	461.067581E-3
191.542053E-3	258.186150E-3	502.207947E-3	41.160393E-3	39.482117E-6	461.047554E-3
191.496277E-3	258.160400E-3	502.380180E-3	40.931511E-3	39.482117E-6	461.448669E-3
191.520309E-3	258.095741E-3	502.270889E-3	41.192436E-3	39.482117E-6	461.078453E-3
191.516304E-3	258.073425E-3	502.817917E-3	41.015625E-3	39.482117E-6	461.802292E-3
191.585541E-3	258.073997E-3	502.801323E-3	41.045952E-3	39.482117E-6	461.755371E-3
191.802406E-3	258.366394E-3	502.939224E-3	41.237640E-3	39.482117E-6	461.701584E-3
191.867065E-3	258.463669E-3	503.497124E-3	41.088867E-3	39.482117E-6	462.408257E-3
192.232132E-3	258.694267E-3	504.132271E-3	41.262817E-3	39.482117E-6	462.869453E-3
192.313385E-3	258.824158E-3	504.866982E-3	41.153526E-3	39.482117E-6	463.713455E-3
192.384338E-3	259.073639E-3	504.968834E-3	41.151810E-3	39.482117E-6	463.817024E-3
192.645264E-3	259.378052E-3	505.321312E-3	41.330338E-3	39.482117E-6	463.990974E-3
192.398643E-3	259.061623E-3	504.685593E-3	41.193008E-3	39.482117E-6	463.492584E-3
